y
146.3
135
141.4
128.9
139.7
117.1
100.7
106.4
108.2
133.2
151.3
154
155.2
154.6
141.5
133.1
139.8
121
104.6
110.4
120.4
138.2
148.8
165.5
160.3
155.9
147
155.6
146.8
133
123.1
117.8
109.7
147.2
151.2
165
174.5
175.8
163.8
171.3
173.5
153.7
144.2
124.5
126.4
173.8
179.5
187.6
172.3
182
185.9
164
181.3
138.1
140.2
142.9
149.1
156.2
184.6
197.9
192.8
187.6
192
187.9
180.4
160.7
136
153
145.1
165.9
160.5
190.2
170.2
160.9
146.8
150.1
130.6
115.2
112.4
95
103.1
123.8
135.6
136.5
137.8
127.9
121.2
101.5
115
88.8
68.9
70.8
78.4
82.2
89.5
91.7
102.5
86.7
76.4
73.9
68.2
47.5
37.7
31.9
39.8
42.7
42.5
52.2
59.1
56.8
52.9
52.6
44.5
42.3
36.6
38.9
40.7
54.7
62
56.2
53.8
51.5
56.3
53
45.4
40.6
33.8
40.2
35.4
49.9
49
54
60.5
57.6
54.5
58.8
53.2
53
42.7
47.2
49.7
58
66.8
67.8
74.7
69.2
69
75.8
77
62.2
63.2
58.7
66.1
83.3
76.3
87.2
80.7
84
80.4
78.4
78.4
83.8
67.6
60.7
65.1
80.2
94.9
92.5
87.3
101
86.2
94.2
92
75.8
73.4
73
61.9
79.7
108.5
99.6
112.3
107.2
99.2
111.6
90.9
89.9
78.1
74.3
84.1
90.7
106.2
105
111.6
115.2
102.8
95
114.5
87.8
86.5
82.3
87.8
97.1
105.2
106
116.3
112.3
102.6
104.4
109.6
97.9
81.4
91.6
89.7
107.2
117.5
123.8
111.5
